"Date","Price","Open","High","Low","Vol.","Change %"
"12/20/2020","1,277.28","1,275.65","1,285.87","1,263.84","1.09B","-0.91%"
"12/13/2020","1,289.04","1,270.31","1,302.07","1,265.15","1.66B","2.32%"
"12/06/2020","1,259.81","1,271.04","1,278.25","1,249.46","1.55B","-1.17%"
"11/29/2020","1,274.78","1,279.47","1,290.14","1,255.01","1.76B","-0.42%"
"11/22/2020","1,280.15","1,251.12","1,284.75","1,243.31","1.37B","2.96%"
"11/15/2020","1,243.31","1,248.47","1,260.57","1,240.25","1.88B","-0.12%"
"11/08/2020","1,244.78","1,271.03","1,278.88","1,214.59","2.47B","-1.10%"
"11/01/2020","1,258.63","1,183.62","1,271.87","1,160.68","1.46B","7.39%"
"10/25/2020","1,172.03","1,240.95","1,251.42","1,163.10","1.82B","-6.23%"
"10/18/2020","1,249.95","1,264.69","1,271.03","1,222.53","1.40B","-0.62%"
"10/11/2020","1,257.80","1,273.17","1,296.42","1,247.51","1.37B","-0.18%"
"10/04/2020","1,260.08","1,220.67","1,262.31","1,203.77","1.36B","3.87%"
"09/27/2020","1,213.10","1,200.21","1,227.10","1,194.56","1.37B","2.51%"
"09/20/2020","1,183.40","1,150.41","1,199.31","1,133.04","1.60B","1.23%"
"09/13/2020","1,169.00","1,211.75","1,224.37","1,156.64","1.88B","-2.33%"
"09/06/2020","1,196.89","1,190.65","1,242.62","1,185.33","1.40B","-1.91%"
"08/30/2020","1,220.14","1,250.36","1,285.12","1,181.46","1.75B","-2.53%"
"08/23/2020","1,251.82","1,222.75","1,259.22","1,219.95","1.69B","3.09%"
"08/16/2020","1,214.27","1,193.94","1,221.89","1,190.87","1.53B","2.42%"
"08/09/2020","1,185.62","1,170.54","1,196.83","1,163.12","1.73B","1.56%"
"08/02/2020","1,167.41","1,150.06","1,175.88","1,137.73","1.71B","1.89%"
"07/26/2020","1,145.81","1,129.84","1,160.30","1,116.86","1.84B","2.07%"
"07/19/2020","1,122.55","1,112.18","1,152.54","1,101.47","1.70B","1.34%"
"07/12/2020","1,107.71","1,138.69","1,157.80","1,080.12","2.17B","-1.62%"
"07/05/2020","1,125.92","1,089.20","1,127.15","1,088.70","1.79B","4.83%"
"06/28/2020","1,074.07","1,022.53","1,093.21","1,009.70","1.55B","5.30%"
"06/21/2020","1,020.03","1,039.52","1,068.62","1,018.48","2.47B","-1.90%"
"06/14/2020","1,039.83","996.41","1,058.97","991.38","2.73B","2.30%"
"06/07/2020","1,016.50","1,056.09","1,072.78","996.64","3.22B","-3.18%"
"05/31/2020","1,049.92","1,003.80","1,054.06","1,002.63","3.10B","4.75%"
"05/24/2020","1,002.29","1,005.32","1,012.32","979.53","2.50B","2.03%"
"05/17/2020","982.39","962.00","994.59","962.00","2.78B","4.25%"
"05/10/2020","942.30","945.32","959.26","903.56","2.39B","-1.03%"
"05/03/2020","952.09","899.85","952.33","896.23","2.54B","4.43%"
"04/26/2020","911.72","932.77","957.48","904.39","2.81B","-1.12%"
"04/19/2020","922.03","917.75","929.51","879.46","2.05B","-0.22%"
"04/12/2020","924.09","854.12","925.42","845.51","2.31B","7.86%"
"04/05/2020","856.78","781.36","868.19","778.11","2.96B","13.77%"
"03/29/2020","753.09","794.37","813.57","744.26","3.48B","-4.69%"
"03/22/2020","790.18","702.26","819.91","689.34","3.70B","11.08%"
"03/15/2020","711.34","743.82","764.82","663.43","3.66B","-12.53%"
"03/08/2020","813.24","859.98","898.01","763.12","3.03B","-10.47%"
"03/01/2020","908.30","920.95","963.69","888.86","2.28B","-0.82%"
"02/23/2020","915.77","1,000.76","1,005.35","889.83","2.35B","-11.18%"
"02/16/2020","1,031.02","1,039.82","1,052.19","1,028.13","1.00B","-1.10%"
"02/09/2020","1,042.54","1,015.81","1,049.13","1,015.66","1.37B","2.61%"
"02/02/2020","1,016.00","997.10","1,023.86","997.10","1.61B","2.42%"
"01/26/2020","992.01","970.69","1,011.46","967.86","1.45B","0.13%"
"01/19/2020","990.75","1,001.66","1,010.82","985.94","988.43M","-1.48%"
"01/12/2020","1,005.68","996.55","1,007.17","991.42","1.11B","1.13%"
"01/05/2020","994.48","983.76","1,003.75","983.29","1.24B","0.40%"
"12/29/2019","990.50","992.64","999.01","981.60","779.64M","-0.15%"
"12/22/2019","991.94","978.69","997.74","975.30","557.55M","1.48%"
"12/15/2019","977.43","967.04","979.70","965.66","1.39B","1.46%"
"12/08/2019","963.40","952.52","965.28","949.58","1.09B","1.07%"
"12/01/2019","953.20","962.71","963.01","938.13","1.13B","-0.79%"
"11/24/2019","960.79","947.89","968.91","947.89","959.01M","1.76%"
"11/17/2019","944.15","951.71","955.22","937.10","1.37B","-0.80%"
"11/10/2019","951.74","950.15","955.52","944.48","1.02B","-0.24%"
"11/03/2019","954.04","958.42","962.46","950.08","1.32B","-0.22%"
"10/27/2019","956.17","952.16","956.97","944.84","1.14B","0.57%"
"10/20/2019","950.76","962.87","966.29","937.21","1.15B","-0.84%"
"10/13/2019","958.79","944.41","966.04","943.32","930.39M","1.30%"
"10/06/2019","946.48","934.12","954.27","922.49","963.96M","0.99%"
"09/29/2019","937.22","941.04","953.43","911.12","1.10B","-0.23%"
"09/22/2019","939.36","944.79","957.86","934.34","979.42M","-0.93%"
"09/15/2019","948.16","961.83","964.64","947.92","1.12B","-2.16%"
"09/08/2019","969.05","968.12","976.50","954.71","1.23B","0.41%"
"09/01/2019","965.06","935.80","967.69","933.19","857.44M","2.61%"
"08/25/2019","940.47","924.33","949.23","916.93","1.06B","2.63%"
"08/18/2019","916.38","927.83","947.64","913.46","1.26B","0.12%"
"08/11/2019","915.32","926.92","942.91","897.92","1.19B","-1.90%"
"08/04/2019","933.03","917.44","942.49","900.89","1.19B","-0.01%"
"07/28/2019","933.12","975.30","975.30","929.08","1.30B","-4.57%"
"07/21/2019","977.85","971.72","982.05","966.49","1.24B","0.86%"
"07/14/2019","969.52","988.35","990.11","968.89","968.99M","-1.65%"
"07/07/2019","985.83","962.16","986.17","961.23","910.05M","2.14%"
"06/30/2019","965.13","955.15","966.22","948.99","676.11M","2.07%"
"06/23/2019","945.58","948.42","949.87","932.54","1.16B","-0.34%"
"06/16/2019","948.84","937.52","955.22","936.14","1.12B","1.38%"
"06/09/2019","935.89","919.98","937.73","918.40","","2.44%"
"06/02/2019","913.60","876.35","916.15","862.89","","3.99%"
"05/26/2019","878.54","902.09","906.99","876.51","","-2.29%"
"05/19/2019","899.17","913.76","921.01","893.27","","-2.22%"
"05/12/2019","919.56","913.81","932.57","899.58","","-1.14%"
"05/05/2019","930.20","939.38","950.07","913.39","","-2.52%"
"04/28/2019","954.28","957.18","958.20","934.52","","-0.32%"
"04/21/2019","957.39","940.46","958.01","937.75","","1.42%"
"04/14/2019","943.97","936.42","947.96","931.75","","0.83%"
"04/07/2019","936.24","928.85","938.18","923.50","","0.64%"
"03/31/2019","930.29","907.70","930.95","906.30","","3.23%"
"03/24/2019","901.20","882.34","902.90","882.34","","1.85%"
"03/17/2019","884.84","875.85","904.26","875.85","","1.16%"
"03/10/2019","874.67","855.02","876.15","855.02","","2.56%"
"03/03/2019","852.82","878.50","880.91","846.06","","-2.53%"
"02/24/2019","874.97","878.18","880.05","863.39","","0.15%"
"02/17/2019","873.67","863.27","874.09","863.23","","0.99%"
"02/10/2019","865.07","846.46","867.41","843.65","","2.56%"
"02/03/2019","843.51","845.67","861.69","837.06","","-0.31%"
"01/27/2019","846.16","839.21","864.92","829.52","","-0.11%"
"01/20/2019","847.09","842.55","849.97","824.23","","-0.01%"
"01/13/2019","847.21","820.27","850.99","816.68","","2.28%"
"01/06/2019","828.34","804.03","834.08","803.38","","3.73%"
"12/30/2018","798.52","780.55","804.07","766.81","","3.29%"
"12/23/2018","773.06","731.04","785.22","720.44","","4.70%"
"12/16/2018","738.36","800.00","806.84","735.78","","-8.59%"
"12/09/2018","807.72","816.76","838.79","801.14","","-1.20%"
"12/02/2018","817.53","873.82","876.40","815.98","","-4.22%"
"11/25/2018","853.59","811.91","854.79","811.62","","6.43%"
"11/18/2018","802.04","835.13","837.53","786.69","","-4.30%"
"11/11/2018","838.11","868.87","871.10","820.37","","-3.78%"
"11/04/2018","871.01","852.66","889.16","843.32","","1.99%"
"10/28/2018","854.04","830.81","864.89","795.27","","4.00%"
"10/21/2018","821.21","853.47","857.40","811.50","","-3.22%"
"10/14/2018","848.51","866.04","881.76","845.30","","-1.97%"
"10/07/2018","865.58","893.83","906.98","838.63","","-3.52%"
"09/30/2018","897.19","943.72","946.29","889.20","","-4.37%"
"09/23/2018","938.23","927.90","943.37","920.96","","0.63%"
"09/16/2018","932.39","926.64","940.35","916.15","","0.40%"
"09/09/2018","928.72","923.28","935.11","917.88","","1.18%"
