"Date","Price","Open","High","Low","Vol.","Change %"
"03/07/2021","239.41","237.73","243.03","234.12","1.32B","0.71%"
"02/28/2021","237.73","232.08","239.03","229.66","1.25B","2.43%"
"02/21/2021","232.08","235.35","238.59","230.06","1.32B","-1.39%"
"02/14/2021","235.35","237.55","240.46","235.04","802.78M","-0.93%"
"02/07/2021","237.55","234.43","238.09","233.83","1.07B","1.33%"
"01/31/2021","234.43","218.57","234.79","218.57","1.03B","7.26%"
"01/24/2021","218.57","226.14","229.27","216.80","1.73B","-3.35%"
"01/17/2021","226.14","213.44","227.49","213.44","856.07M","5.95%"
"01/10/2021","213.44","221.32","221.32","211.93","1.18B","-3.56%"
"01/03/2021","221.32","221.92","222.82","215.17","1.12B","-0.27%"
"12/27/2020","221.92","217.70","222.75","217.70","588.43M","1.94%"
"12/20/2020","217.70","220.20","220.20","215.21","636.92M","-1.14%"
"12/13/2020","220.20","221.22","222.88","218.57","1.19B","-0.46%"
"12/06/2020","221.22","220.99","224.21","215.91","1.07B","0.10%"
"11/29/2020","220.99","216.99","222.57","213.86","928.20M","1.84%"
"11/22/2020","216.99","211.22","217.59","209.24","632.37M","2.73%"
"11/15/2020","211.22","213.16","215.04","210.34","903.88M","-0.91%"
"11/08/2020","213.16","211.48","216.26","206.77","1.13B","0.79%"
"11/01/2020","211.48","196.55","213.22","195.27","1.14B","7.60%"
"10/25/2020","196.55","204.62","204.62","192.81","1.17B","-3.94%"
"10/18/2020","204.62","200.36","204.65","196.07","960.32M","2.13%"
"10/11/2020","200.36","198.57","205.67","198.57","930.62M","0.90%"
"10/04/2020","198.57","194.22","198.62","192.96","796.39M","2.24%"
"09/27/2020","194.22","192.42","198.53","192.42","828.29M","0.94%"
"09/20/2020","192.42","193.19","194.77","188.01","992.83M","-0.40%"
"09/13/2020","193.19","197.76","202.86","190.84","977.31M","-2.31%"
"09/06/2020","197.76","204.60","204.60","195.61","768.91M","-3.34%"
"08/30/2020","204.60","209.90","216.40","199.71","1.03B","-2.53%"
"08/23/2020","209.90","200.30","212.24","200.30","856.68M","4.79%"
"08/16/2020","200.30","196.89","201.36","196.57","687.71M","1.73%"
"08/09/2020","196.89","197.39","198.97","193.56","885.75M","-0.25%"
"08/02/2020","197.39","191.69","200.18","190.65","1.06B","2.97%"
"07/26/2020","191.69","188.43","192.27","187.03","912.96M","1.73%"
"07/19/2020","188.43","190.61","194.40","186.61","963.93M","-1.14%"
"07/12/2020","190.61","192.39","195.12","185.84","1.01B","-0.93%"
"07/05/2020","192.39","183.78","192.54","183.78","1.10B","4.68%"
"06/28/2020","183.78","173.97","185.91","172.44","901.29M","5.64%"
"06/21/2020","173.97","183.56","187.36","173.56","1.42B","-5.22%"
"06/14/2020","183.56","180.02","185.87","176.83","1.15B","1.97%"
"06/07/2020","180.02","185.20","188.55","176.83","1.12B","-2.80%"
"05/31/2020","185.20","180.89","186.03","179.80","985.71M","2.38%"
"05/24/2020","180.89","179.85","183.21","177.59","1.06B","0.58%"
"05/17/2020","179.85","172.15","181.35","172.15","1.19B","4.47%"
"05/10/2020","172.15","174.23","175.75","165.53","1.10B","-1.19%"
"05/03/2020","174.23","167.99","174.52","165.97","1.14B","3.71%"
"04/26/2020","167.99","164.63","172.09","162.28","1.23B","2.04%"
"04/19/2020","164.63","164.69","165.11","156.95","1.10B","-0.04%"
"04/12/2020","164.69","158.14","165.31","154.93","1.11B","4.14%"
"04/05/2020","158.14","143.84","159.34","143.84","1.12B","9.94%"
"03/29/2020","143.84","145.91","153.36","142.07","1.34B","-1.42%"
"03/22/2020","145.91","138.30","152.83","133.01","1.83B","5.50%"
"03/15/2020","138.30","157.61","157.61","133.82","1.99B","-12.25%"
"03/08/2020","157.61","168.93","168.93","144.16","1.90B","-6.70%"
"03/01/2020","168.93","171.25","179.59","164.70","1.46B","-1.35%"
"02/23/2020","171.25","189.12","189.12","164.84","1.61B","-9.45%"
"02/16/2020","189.12","191.50","193.56","188.56","697.93M","-1.24%"
"02/09/2020","191.50","188.88","192.11","188.28","897.41M","1.39%"
"02/02/2020","188.88","182.84","189.47","182.84","996.89M","3.30%"
"01/26/2020","182.84","188.48","188.48","182.15","993.28M","-2.99%"
"01/19/2020","188.48","191.10","192.12","187.58","796.15M","-1.37%"
"01/12/2020","191.10","186.63","191.10","186.59","811.79M","2.40%"
"01/05/2020","186.63","183.01","187.71","181.86","819.12M","1.98%"
"12/29/2019","183.01","183.16","184.04","180.70","513.66M","-0.08%"
"12/22/2019","183.16","182.80","183.88","181.85","400.93M","0.20%"
"12/15/2019","182.80","178.27","183.23","178.27","1.02B","2.54%"
"12/08/2019","178.27","179.48","180.75","177.54","810.00M","-0.67%"
"12/01/2019","179.48","178.24","179.78","174.35","810.21M","0.70%"
"11/24/2019","178.24","176.92","179.30","176.73","642.58M","0.75%"
"11/17/2019","176.92","177.63","178.50","174.79","895.63M","-0.40%"
"11/10/2019","177.63","175.28","177.68","174.26","858.08M","1.34%"
"11/03/2019","175.28","173.25","175.89","172.70","936.29M","1.17%"
"10/27/2019","173.25","170.68","173.27","170.54","976.52M","1.51%"
"10/20/2019","170.68","170.48","171.50","168.97","919.19M","0.12%"
"10/13/2019","170.48","168.26","172.38","167.66","769.35M","1.32%"
