"Date","Price","Open","High","Low","Vol.","Change %"
"01/27/2019","432.10","431.63","433.84","426.84","","0.11%"
"01/20/2019","431.63","431.64","434.47","422.47","","0.00%"
"01/13/2019","431.64","406.73","432.27","402.63","","6.12%"
"01/06/2019","406.73","402.54","407.53","399.15","","1.04%"
"12/30/2018","402.54","392.06","403.57","388.97","","2.67%"
"12/23/2018","392.06","379.40","397.14","366.74","","3.34%"
"12/16/2018","379.40","400.72","404.36","378.36","","-5.32%"
"12/09/2018","400.72","415.43","416.86","399.93","","-3.54%"
"12/02/2018","415.43","447.08","454.65","412.39","","-7.08%"
"11/25/2018","447.08","430.50","448.14","430.50","","3.85%"
"11/18/2018","430.50","443.61","445.50","429.54","","-2.96%"
"11/11/2018","443.61","449.32","450.04","431.47","","-1.27%"
"11/04/2018","449.32","437.89","455.88","437.89","","2.61%"
"10/28/2018","437.89","419.35","444.53","418.54","","4.42%"
"10/21/2018","419.35","442.52","443.98","415.24","","-5.24%"
"10/14/2018","442.52","439.16","451.02","436.71","","0.77%"
"10/07/2018","439.16","465.07","469.38","432.04","","-5.57%"
"09/30/2018","465.07","458.18","470.39","456.62","","1.50%"
"09/23/2018","458.18","477.54","477.57","457.65","","-4.05%"
"09/16/2018","477.54","466.98","480.92","464.33","","2.26%"
"09/09/2018","466.98","468.63","470.71","462.98","","-0.35%"
"09/02/2018","468.63","469.32","474.19","467.01","","-0.15%"
"08/26/2018","469.32","467.79","475.73","466.72","","0.33%"
"08/19/2018","467.79","466.68","472.41","465.78","","0.24%"
"08/12/2018","466.68","463.85","467.48","457.69","","0.61%"
"08/05/2018","463.85","466.49","473.71","461.42","","-0.57%"
"07/29/2018","466.49","466.93","470.54","459.35","","-0.09%"
"07/22/2018","466.93","457.59","469.15","457.22","","2.04%"
"07/15/2018","457.59","447.65","464.42","447.65","","2.22%"
"07/08/2018","447.65","442.61","454.50","442.61","","1.14%"
"07/01/2018","442.61","441.15","446.23","437.94","","0.33%"
"06/24/2018","441.15","449.85","449.85","437.20","","-1.93%"
"06/17/2018","449.85","456.35","457.30","448.85","","-1.42%"
"06/10/2018","456.35","465.17","467.87","450.65","","-1.90%"
"06/03/2018","465.17","455.23","466.31","452.16","","2.18%"
"05/27/2018","455.23","461.21","461.21","442.64","","-1.30%"
"05/20/2018","461.21","463.09","472.22","458.48","","-0.41%"
"05/13/2018","463.09","468.28","470.50","463.01","","-1.11%"
"05/06/2018","468.28","452.01","471.34","451.98","","3.60%"
"04/29/2018","452.01","459.78","463.14","438.80","","-1.69%"
"04/22/2018","459.78","462.86","467.44","454.25","","-0.67%"
"04/15/2018","462.86","455.57","465.34","454.69","","1.60%"
"04/08/2018","455.57","450.91","466.50","450.91","","1.03%"
"04/01/2018","450.91","457.53","465.28","441.05","","-1.45%"
"03/25/2018","457.53","445.64","463.49","445.64","","2.67%"
"03/18/2018","445.64","480.30","483.29","444.86","","-7.22%"
"03/11/2018","480.30","492.13","493.59","477.82","","-2.40%"
"03/04/2018","492.13","471.44","492.22","467.51","","4.39%"
"02/25/2018","471.44","482.42","493.30","462.00","","-2.28%"
"02/18/2018","482.42","480.61","487.11","474.46","","0.38%"
"02/11/2018","480.61","458.95","484.60","458.95","","4.72%"
"02/04/2018","458.95","487.21","487.21","443.70","","-5.80%"
"01/28/2018","487.21","501.29","503.42","486.58","","-2.81%"
"01/21/2018","501.29","490.56","501.33","489.87","","2.19%"
"01/14/2018","490.56","485.49","490.59","481.41","","1.04%"
"01/07/2018","485.49","471.92","485.64","469.62","","2.88%"
"12/31/2017","471.92","463.94","473.75","461.68","","1.72%"
"12/24/2017","463.94","466.56","468.50","463.21","","-0.56%"
"12/17/2017","466.56","462.84","469.36","462.84","","0.80%"
"12/10/2017","462.84","463.46","468.83","457.87","","-0.13%"
"12/03/2017","463.46","456.61","466.79","456.61","","1.50%"
"11/26/2017","456.61","434.19","461.69","433.71","","5.16%"
"11/19/2017","434.19","433.36","437.84","433.08","","0.19%"
"11/12/2017","433.36","432.27","436.64","428.54","","0.25%"
"11/05/2017","432.27","444.05","444.95","429.12","","-2.65%"
"10/29/2017","444.05","444.53","446.46","440.16","","-0.11%"
"10/22/2017","444.53","442.05","446.62","439.81","","0.56%"
"10/15/2017","442.05","433.50","442.31","432.90","","1.97%"
"10/08/2017","433.50","437.25","437.98","429.80","","-0.86%"
"10/01/2017","437.25","429.08","439.05","428.68","","1.90%"
"09/24/2017","429.08","422.70","429.36","419.31","","1.51%"
"09/17/2017","422.70","411.81","423.79","411.81","","2.64%"
"09/10/2017","411.81","398.58","412.10","398.58","","3.32%"
"09/03/2017","398.58","410.24","410.24","393.75","","-2.84%"
"08/27/2017","410.24","410.64","412.27","403.59","","-0.10%"
"08/20/2017","410.64","407.63","412.72","405.14","","0.74%"
"08/13/2017","407.63","409.51","419.24","405.88","","-0.46%"
"08/06/2017","409.51","420.88","424.01","408.79","","-2.70%"
"07/30/2017","420.88","413.61","422.26","413.61","","1.76%"
"07/23/2017","413.61","411.73","420.09","410.99","","0.46%"
"07/16/2017","411.73","412.92","413.83","408.96","","-0.28%"
"07/09/2017","412.90","415.60","416.17","408.27","","-0.65%"
"07/02/2017","415.60","409.59","418.00","409.59","","1.47%"
"06/25/2017","409.59","396.69","415.44","396.43","","3.25%"
"06/18/2017","396.69","403.58","408.43","395.61","","-1.71%"
"06/11/2017","403.58","402.33","406.23","399.44","","0.31%"
